"question","answer"
"Since 2020, which banks opened new branches in states they were new to, how many new branches were there in each state, and what are the names of these states?  ","with new_branches as (SELECT id_rssd_parent,
                             state_abbreviation,
                             count(*) as new_branch_count
                      FROM   financial_data_package.cybersyn.financial_branch_entities
                      WHERE  start_date >= '2020-01-01'
                      GROUP BY id_rssd_parent, state_abbreviation), pre2020_branches as (SELECT id_rssd_parent,
                                                                          state_abbreviation
                                                                   FROM   financial_data_package.cybersyn.financial_branch_entities
                                                                   WHERE  start_date < '2020-01-01'
                                                                      and end_date is null
                                                                      and state_abbreviation is not null
                                                                   GROUP BY id_rssd_parent, state_abbreviation)
SELECT bank_names.name,
       new_branches.state_abbreviation,
       new_branch_count
FROM   new_branches
    INNER JOIN financial_data_package.cybersyn.financial_institution_entities as bank_names
        ON (new_branches.id_rssd_parent = bank_names.id_rssd)
    LEFT JOIN pre2020_branches
        ON (new_branches.id_rssd_parent = pre2020_branches.id_rssd_parent and
           new_branches.state_abbreviation = pre2020_branches.state_abbreviation)
WHERE  pre2020_branches.id_rssd_parent is null
ORDER BY new_branch_count desc, bank_names.name;"
"What are the annual hourly earnings of employees in the accommodation and food services sector in each state since 2000?","SELECT l.geo_id,
       geo_name,
       level,
       variable_name,
       value,
       date
FROM   financial_data_package.cybersyn.bureau_of_labor_statistics_employment_timeseries as l
    INNER JOIN financial_data_package.cybersyn.geography_index as g
        ON l.geo_id = g.geo_id
WHERE  variable_name like '%Leisure and Hospitality: Accommodation and Food Services%'
   and variable_name like '%Average Hourly Earnings%Annual%'
   and date > to_date('2000-01-01')
   and level = 'State'
ORDER BY geo_name, date desc"
"Which are the top 10 banks by the number of branches closed in 2022?","with branches_closed as (SELECT id_rssd_parent,
                                count(*) as n_branches_closed
                         FROM   financial_data_package.cybersyn.financial_branch_entities
                         WHERE  end_date between '2022-01-01'
                            and '2022-12-31'
                         GROUP BY id_rssd_parent)
SELECT name,
       n_branches_closed
FROM   branches_closed
    INNER JOIN financial_data_package.cybersyn.financial_institution_entities as ent
        ON (branches_closed.id_rssd_parent = ent.id_rssd)
ORDER BY n_branches_closed desc limit 10;"
"Since 2000, how many new branches have been opened per year?","SELECT date_trunc('YEAR', start_date) as year,
       count(*) as n_branches_opened
FROM   financial_data_package.cybersyn.financial_branch_entities
WHERE  start_date >= '2000-01-01'
GROUP BY year
ORDER BY year asc;"
"How many of the new branches that were opened since 2020 are from banks new to the state, and which state are they in, and what are the names of the banks? ","with new_branches as (SELECT id_rssd_parent,
                             state_abbreviation,
                             count(*) as new_branch_count
                      FROM   financial_data_package.cybersyn.financial_branch_entities
                      WHERE  start_date >= '2020-01-01'
                      GROUP BY id_rssd_parent, state_abbreviation), pre2020_branches as (SELECT id_rssd_parent,
                                                                          state_abbreviation
                                                                   FROM   financial_data_package.cybersyn.financial_branch_entities
                                                                   WHERE  start_date < '2020-01-01'
                                                                      and end_date is null
                                                                      and state_abbreviation is not null
                                                                   GROUP BY id_rssd_parent, state_abbreviation)
SELECT new_branches.state_abbreviation,
       new_branch_count,
       bank_names.name
FROM   new_branches
    INNER JOIN financial_data_package.cybersyn.financial_institution_entities as bank_names
        ON new_branches.id_rssd_parent = bank_names.id_rssd
    LEFT JOIN pre2020_branches
        ON new_branches.id_rssd_parent = pre2020_branches.id_rssd_parent and
           new_branches.state_abbreviation = pre2020_branches.state_abbreviation
WHERE  pre2020_branches.id_rssd_parent is null
ORDER BY new_branch_count desc, new_branches.state_abbreviation, bank_names.name;"
"Which are the top 10 cities by the number of new branches opened in 2022?","with new_branches as (SELECT city,
                             state_abbreviation,
                             count(*) as new_branch_count
                      FROM   financial_data_package.cybersyn.financial_branch_entities
                      WHERE  start_date >= '2022-01-01'
                      GROUP BY city, state_abbreviation)
SELECT city || ', ' || state_abbreviation as city_state,
       new_branch_count
FROM   new_branches
ORDER BY new_branch_count desc limit 10;"
"Determine which banks have the highest percentage of uninsured deposits","WITH big_banks AS (
    SELECT id_rssd
    FROM financial_data_package.cybersyn.financial_institution_timeseries
    WHERE variable = 'ASSET'
      AND date = '2022-12-31'
      AND value > 1E10
)
SELECT name,
       1 - value AS pct_uninsured,
       ent.is_active
FROM financial_data_package.cybersyn.financial_institution_timeseries AS ts
INNER JOIN financial_data_package.cybersyn.financial_institution_attributes AS att ON (ts.variable = att.variable)
INNER JOIN financial_data_package.cybersyn.financial_institution_entities AS ent ON (ts.id_rssd = ent.id_rssd)
INNER JOIN big_banks ON (big_banks.id_rssd = ts.id_rssd)
WHERE ts.date = '2022-12-31'
  AND att.variable_name = '% Insured (Estimated)'
  AND att.frequency = 'Quarterly'
ORDER BY pct_uninsured DESC;"
"What is the 3 month running average of each states' mean monthly not seasonally adjusted unemployment rates, between 2007 to 2022?","with monthly_unemployment_rates as (SELECT g.geo_name,
                                           b.date,
                                           avg(b.value) as avg_unemployment_rate
                                    FROM   financial_data_package.cybersyn.bureau_of_labor_statistics_employment_timeseries b join financial_data_package.cybersyn.geography_index g
                                            ON b.geo_id = g.geo_id
                                    WHERE  b.variable_name like '%Unemployment Rate%Not seasonally adjusted%'
                                       and b.date between '2007-01-01'
                                       and '2022-12-31'
                                       and g.level = 'State'
                                    GROUP BY g.geo_name, b.date)
SELECT geo_name,
       date,
       avg(avg_unemployment_rate) OVER (PARTITION BY geo_name
                                        ORDER BY date rows between 1 preceding and 1 following) as three_month_running_avg
FROM   monthly_unemployment_rates
ORDER BY geo_name, date;"
"Since 2005, how many new branches have been opened per year?","SELECT date_trunc('YEAR', start_date) as year,
       count(*) as n_branches_opened
FROM   financial_data_package.cybersyn.financial_branch_entities
WHERE  start_date >= '2005-01-01'
GROUP BY year
ORDER BY year asc;"
"In each state, what is the percentage of existing bank branches that only began operations since 2020?","with new_branches as (SELECT state_abbreviation,
                             count(*) as new_branch_count
                      FROM   financial_data_package.cybersyn.financial_branch_entities
                      WHERE  start_date >= '2020-01-01'
                      GROUP BY state_abbreviation), all_branches as (SELECT state_abbreviation,
                                                      count(*) as all_branch_count
                                               FROM   financial_data_package.cybersyn.financial_branch_entities
                                               WHERE  end_date is null
                                               GROUP BY state_abbreviation)
SELECT all_branches.state_abbreviation,
       100.0 * new_branch_count / all_branch_count as pct_new_branches
FROM   all_branches
    INNER JOIN new_branches
        ON (all_branches.state_abbreviation = new_branches.state_abbreviation)
ORDER BY pct_new_branches desc"
"How many CPFB complaints of each product were made cumulatively in 2022?","SELECT product,
       date_trunc('month', date_received) as month,
       count(*) OVER (PARTITION BY product,
                                   date_trunc('month', date_received)
                      ORDER BY date_received) as cumulative_count
FROM   financial_data_package.cybersyn.financial_cfpb_complaint
WHERE  date_received >= '2022-01-01'
   and date_received < '2023-01-01'
ORDER BY product, month;"
"How many bank failures are there in each year since 1945?","SELECT COUNT(NAME_PREDECESSOR) AS N_BANKS, DATE_TRUNC('YEAR', TRANSACTION_DATE) AS TRANSACTION_YEAR
FROM FINANCIAL_DATA_PACKAGE.CYBERSYN.FINANCIAL_INSTITUTION_EVENTS
WHERE TRANSFORMATION_TYPE = 'Failure'
AND CATEGORY_PREDECESSOR = 'Bank'
GROUP BY TRANSACTION_YEAR
ORDER BY TRANSACTION_YEAR DESC"
"Since 2010, how many new branches have been opened per year?","SELECT date_trunc('YEAR', start_date) as year,
       count(*) as n_branches_opened
FROM   financial_data_package.cybersyn.financial_branch_entities
WHERE  start_date >= '2010-01-01'
GROUP BY year
ORDER BY year asc;"
"What are the top 10 countries ranked by total sales, based on customer and order data?","SELECT
  n.n_name AS country_name,
  SUM(l.l_extendedprice * (1 - l.l_discount)) AS total_sales
FROM
  SNOWFLAKE_SAMPLE_DATA.TPCH_SF1.NATION n
  JOIN SNOWFLAKE_SAMPLE_DATA.TPCH_SF1.CUSTOMER c ON n.n_nationkey = c.c_nationkey
  JOIN SNOWFLAKE_SAMPLE_DATA.TPCH_SF1.ORDERS o ON c.c_custkey = o.o_custkey
  JOIN SNOWFLAKE_SAMPLE_DATA.TPCH_SF1.LINEITEM l ON o.o_orderkey = l.l_orderkey
GROUP BY country_name
ORDER BY total_sales DESC
LIMIT 10;"
"What are the first 10 rows in the GEOGRAPHY_INDEX table?","SELECT GEO_ID, GEO_NAME, LEVEL, ISO_NAME, ISO_ALPHA2, ISO_ALPHA3, ISO_NUMERIC_CODE, ISO_3166_2_CODE
FROM FINANCIAL_DATA_PACKAGE.CYBERSYN.GEOGRAPHY_INDEX
LIMIT 10"
"Using the BLS Price time series, calculate the annualized monthly inflation percentage of airline fares using the consumer price index of airline fares since 1980","with airline_cpi as (SELECT date_trunc('month', date) as month,
                            value as cpi
                     FROM   financial_data_package.cybersyn.bureau_of_labor_statistics_price_timeseries
                     WHERE  variable_name ilike 'cpi%airline fares%monthly%'
                        and date >= '1980-01-01'), monthly_inflation as (SELECT month,
                                                        (power(1+ (cpi - lag(cpi) OVER (ORDER BY month)) / lag(cpi) OVER (ORDER BY month),12)-1) * 100 as inflation_percentage
                                                 FROM   airline_cpi)
SELECT month,
       inflation_percentage
FROM   monthly_inflation
WHERE  inflation_percentage is not null
ORDER BY month;"
"In each state, what percentage of bank branches are new? New is defined as a branch that began operations since 2020","with new_branches as (SELECT state_abbreviation,
                             count(*) as new_branch_count
                      FROM   financial_data_package.cybersyn.financial_branch_entities
                      WHERE  start_date >= '2020-01-01'
                      GROUP BY state_abbreviation), all_branches as (SELECT state_abbreviation,
                                                      count(*) as all_branch_count
                                               FROM   financial_data_package.cybersyn.financial_branch_entities
                                               WHERE  end_date is null
                                               GROUP BY state_abbreviation)
SELECT all_branches.state_abbreviation,
       100.0 * new_branch_count / all_branch_count as pct_new_branches
FROM   all_branches
    INNER JOIN new_branches
        ON (all_branches.state_abbreviation = new_branches.state_abbreviation)
ORDER BY pct_new_branches desc"
"How many of the new branches that were opened since 2020 are from banks new to the state, which state are they in, and what are the names of the banks? ","with new_branches as (SELECT id_rssd_parent,
                             state_abbreviation,
                             count(*) as new_branch_count
                      FROM   financial_data_package.cybersyn.financial_branch_entities
                      WHERE  start_date >= '2020-01-01'
                      GROUP BY id_rssd_parent, state_abbreviation), pre2020_branches as (SELECT id_rssd_parent,
                                                                          state_abbreviation
                                                                   FROM   financial_data_package.cybersyn.financial_branch_entities
                                                                   WHERE  start_date < '2020-01-01'
                                                                      and end_date is null
                                                                      and state_abbreviation is not null
                                                                   GROUP BY id_rssd_parent, state_abbreviation)
SELECT bank_names.name,
       new_branches.state_abbreviation,
       new_branch_count
FROM   new_branches
    INNER JOIN financial_data_package.cybersyn.financial_institution_entities as bank_names
        ON new_branches.id_rssd_parent = bank_names.id_rssd
    LEFT JOIN pre2020_branches
        ON new_branches.id_rssd_parent = pre2020_branches.id_rssd_parent and
           new_branches.state_abbreviation = pre2020_branches.state_abbreviation
WHERE  pre2020_branches.id_rssd_parent is null
ORDER BY new_branch_count desc, new_branches.state_abbreviation, bank_names.name;"
"Create a cumulative frequency distribution of the number of complaints received by CFPB against the financial institution with the most number of complaints in 2022","with fiwmc_2022_complaints as (SELECT count(*) as n_complaints
                               FROM   financial_data_package.cybersyn.financial_cfpb_complaint
                               WHERE  company = (SELECT company
                                                 FROM   financial_data_package.cybersyn.financial_cfpb_complaint
                                                 WHERE  date_received between '2022-01-01'
                                                    and '2022-12-31'
                                                 GROUP BY company
                                                 ORDER BY count(*) desc limit 1) and date_received between '2022-01-01' and '2022-12-31')
SELECT n_complaints,
       count(*) as frequency,
       sum(count(*)) OVER (ORDER BY n_complaints asc) as cumulative_frequency
FROM   fiwmc_2022_complaints
GROUP BY n_complaints
ORDER BY n_complaints asc"
"What is the average number of items per order?","SELECT AVG(total_items) AS avg_order_size
FROM (
  SELECT o.o_orderkey AS order_id, SUM(l.l_quantity) AS total_items
  FROM SNOWFLAKE_SAMPLE_DATA.TPCH_SF1.ORDERS o
  JOIN SNOWFLAKE_SAMPLE_DATA.TPCH_SF1.LINEITEM l ON o.o_orderkey = l.l_orderkey
  GROUP BY o.o_orderkey
)"
"What are the top two regions by total sales of all orders?","SELECT
  r.r_name AS region_name,
  SUM(l.l_extendedprice * (1 - l.l_discount)) AS total_sales
FROM
  SNOWFLAKE_SAMPLE_DATA.TPCH_SF1.REGION r
  JOIN SNOWFLAKE_SAMPLE_DATA.TPCH_SF1.NATION n ON r.r_regionkey = n.n_regionkey
  JOIN SNOWFLAKE_SAMPLE_DATA.TPCH_SF1.CUSTOMER c ON n.n_nationkey = c.c_nationkey
  JOIN SNOWFLAKE_SAMPLE_DATA.TPCH_SF1.ORDERS o ON c.c_custkey = o.o_custkey
  JOIN SNOWFLAKE_SAMPLE_DATA.TPCH_SF1.LINEITEM l ON o.o_orderkey = l.l_orderkey
GROUP BY region_name
ORDER BY total_sales DESC
LIMIT 2;"
"How many bank failures are there in each year since 1930?","SELECT count(name_predecessor) as n_banks,
       date_trunc('YEAR', transaction_date) as transaction_year
FROM   financial_data_package.cybersyn.financial_institution_events
WHERE  transformation_type = 'Failure'
   and category_predecessor = 'Bank'
   and transaction_date >= '1930-01-01'
GROUP BY transaction_year
ORDER BY transaction_year desc"
"Compare the states mean monthly not seasonally adjusted unemployment rates in 2008-2010 versus 2020-2022?","with unemployment_rate_2008_2010 as (SELECT geo_name,
                                            avg(value) as avg_unemployment_rate
                                     FROM   financial_data_package.cybersyn.bureau_of_labor_statistics_employment_timeseries join financial_data_package.cybersyn.geography_index
                                             ON bureau_of_labor_statistics_employment_timeseries.geo_id = geography_index.geo_id
                                     WHERE  variable_name like '%Unemployment Rate%Not seasonally adjusted%'
                                        and date between to_date('2008-01-01')
                                        and to_date('2010-12-31')
                                        and level = 'State'
                                     GROUP BY geo_name), unemployment_rate_2020_2022 as (SELECT geo_name,
                                                           avg(value) as avg_unemployment_rate
                                                    FROM   financial_data_package.cybersyn.bureau_of_labor_statistics_employment_timeseries join financial_data_package.cybersyn.geography_index
                                                            ON bureau_of_labor_statistics_employment_timeseries.geo_id = geography_index.geo_id
                                                    WHERE  variable_name like '%Unemployment Rate%Not seasonally adjusted%'
                                                       and date between to_date('2020-01-01')
                                                       and to_date('2022-12-31')
                                                       and level = 'State'
                                                    GROUP BY geo_name)
SELECT a.geo_name,
       a.avg_unemployment_rate as avg_unemployment_rate_2008_2010,
       b.avg_unemployment_rate as avg_unemployment_rate_2020_2022
FROM   unemployment_rate_2008_2010 a join unemployment_rate_2020_2022 b
        ON a.geo_name = b.geo_name
ORDER BY a.geo_name;"
"What are the total sales for each region?","SELECT r.r_name as region,
       sum(l.l_extendedprice * (1 - l.l_discount)) as total_sales
FROM   snowflake_sample_data.tpch_sf1.lineitem l join snowflake_sample_data.tpch_sf1.orders o
        ON l.l_orderkey = o.o_orderkey join snowflake_sample_data.tpch_sf1.customer c
        ON o.o_custkey = c.c_custkey join snowflake_sample_data.tpch_sf1.nation n
        ON c.c_nationkey = n.n_nationkey join snowflake_sample_data.tpch_sf1.region r
        ON n.n_regionkey = r.r_regionkey
GROUP BY region
ORDER BY total_sales desc;"
"How many complaints of each product did CPFB receive in 2022?","SELECT product,
       count(*) as count
FROM   financial_data_package.cybersyn.financial_cfpb_complaint
WHERE  date_received between '2022-01-01'
   and '2022-12-31'
GROUP BY product
ORDER BY count desc"
"How many CPFB complaints of each product were made cumulatively for each month in 2022?","SELECT product,
       date_trunc('month', date_received) as month,
       count(*) OVER (PARTITION BY product,
                                   date_trunc('month', date_received)
                      ORDER BY date_received) as cumulative_count
FROM   financial_data_package.cybersyn.financial_cfpb_complaint
WHERE  date_received >= '2022-01-01'
   and date_received < '2023-01-01'
ORDER BY product, month;"
"What are the first 10 rows in the FINANCIAL_FRED_TIMESERIES table?","SELECT GEO_ID, VARIABLE, VARIABLE_NAME, DATE, VALUE, UNIT
FROM FINANCIAL_DATA_PACKAGE.CYBERSYN.FINANCIAL_FRED_TIMESERIES
LIMIT 10"
"What are the top 5 customers in terms of total sales?","SELECT c.c_name AS customer_name, SUM(l.l_extendedprice * (1 - l.l_discount)) AS total_sales
FROM SNOWFLAKE_SAMPLE_DATA.TPCH_SF1.LINEITEM l
JOIN SNOWFLAKE_SAMPLE_DATA.TPCH_SF1.ORDERS o ON l.l_orderkey = o.o_orderkey
JOIN SNOWFLAKE_SAMPLE_DATA.TPCH_SF1.CUSTOMER c ON o.o_custkey = c.c_custkey
GROUP BY customer_name
ORDER BY total_sales DESC
LIMIT 5"
"Between 1990 and 2022, how many bank branches were opened and closed annually?","with branches_opened as (SELECT count(*) as n_branches_opened,
                                date_trunc('YEAR', start_date) as start_year
                         FROM   financial_data_package.cybersyn.financial_branch_entities
                         WHERE  start_date >= '1990-01-01'
                            and start_date < '2022-01-01'
                         GROUP BY start_year), branches_closed as (SELECT count(*) as n_branches_closed,
                                                 date_trunc('YEAR', end_date) as end_year
                                          FROM   financial_data_package.cybersyn.financial_branch_entities
                                          WHERE  end_date >= '1990-01-01'
                                             and end_date < '2022-01-01'
                                          GROUP BY end_year)
SELECT coalesce(branches_opened.start_year, branches_closed.end_year) as year,
       branches_opened.n_branches_opened,
       branches_closed.n_branches_closed
FROM   branches_opened full
    OUTER JOIN branches_closed
        ON branches_opened.start_year = branches_closed.end_year
WHERE  coalesce(branches_opened.start_year, branches_closed.end_year) >= '1990-01-01'
ORDER BY year asc;"
"Among the top 10 zip codes in terms of the total number of complaints received between 2018 and 2022 by CFPB, what is the percentage breakdown of the various companies' responses to customers? ","with top_10_zip_codes as (SELECT id_zip,
                                 count(*) as complaints_count
                          FROM   financial_data_package.cybersyn.financial_cfpb_complaint
                          WHERE  date_trunc('year', date_received) between '2018-01-01'
                             and '2022-12-31'
                          GROUP BY id_zip
                          ORDER BY complaints_count desc limit 10), zip_code_complaints as (SELECT id_zip,
                                                                         company,
                                                                         count(*) as complaints_count
                                                                  FROM   financial_data_package.cybersyn.financial_cfpb_complaint
                                                                  WHERE  date_trunc('year', date_received) between '2018-01-01'
                                                                     and '2022-12-31'
                                                                     and id_zip in (SELECT id_zip
                                                                                 FROM   top_10_zip_codes)
                                                                  GROUP BY id_zip, company), zip_code_company_responses as (SELECT id_zip,
                                                                 company,
                                                                 company_response_to_consumer,
                                                                 count(*) as response_count
                                                          FROM   financial_data_package.cybersyn.financial_cfpb_complaint
                                                          WHERE  date_trunc('year', date_received) between '2018-01-01'
                                                             and '2022-12-31'
                                                             and id_zip in (SELECT id_zip
                                                                         FROM   top_10_zip_codes)
                                                          GROUP BY id_zip, company, company_response_to_consumer)
SELECT id_zip,
       company,
       company_response_to_consumer,
       response_count,
       response_count*100.0/sum(response_count) OVER (PARTITION BY id_zip,
                                                                   company) as percentage
FROM   zip_code_company_responses
WHERE  id_zip in (SELECT id_zip
                  FROM   top_10_zip_codes)
ORDER BY id_zip asc, company asc, percentage desc"
"Which are the top 10 banks by the number of new branches opened in 2022?","with new_branches as (SELECT id_rssd_parent,
                             count(*) as new_branch_count
                      FROM   financial_data_package.cybersyn.financial_branch_entities
                      WHERE  start_date >= '2022-01-01'
                      GROUP BY id_rssd_parent), bank_names as (SELECT id_rssd,
                                                name
                                         FROM   financial_data_package.cybersyn.financial_institution_entities)
SELECT bank_names.name,
       new_branch_count
FROM   new_branches
    INNER JOIN bank_names
        ON new_branches.id_rssd_parent = bank_names.id_rssd
ORDER BY new_branch_count desc limit 10;"
"How many seasonally adjusted employees are there in the accommodation and food services sector in each state since 2015?","SELECT l.geo_id,
       geo_name,
       level,
       variable_name,
       value,
       date
FROM   financial_data_package.cybersyn.bureau_of_labor_statistics_employment_timeseries as l
    INNER JOIN financial_data_package.cybersyn.geography_index as g
        ON l.geo_id = g.geo_id
WHERE  variable_name like '%Leisure and Hospitality: Accommodation and Food Services%'
   and variable_name like '%Total employment, including self-employed, Not seasonally adjusted, Monthly, Persons, NSA%'
   and date > to_date('2015-01-01')
   and level = 'State'
ORDER BY geo_name, date desc"
"Sample a CFPB customer complaint","SELECT consumer_complaint_narrative
FROM   financial_data_package.cybersyn.financial_cfpb_complaint
WHERE  consumer_complaint_narrative is not null limit 1"
"What is the CPI for tuition in the USA?","SELECT value as cpi_tuition
FROM   financial_data_package.cybersyn.financial_fred_timeseries
WHERE  variable = 'CPIAUCSL'
   and lower(variable_name) like '%tuition%'
ORDER BY date desc limit 1"
"Since 2018, how many new branches have been opened per year?","SELECT date_trunc('YEAR', start_date) as year,
       count(*) as n_branches_opened
FROM   financial_data_package.cybersyn.financial_branch_entities
WHERE  start_date >= '2018-01-01'
GROUP BY year
ORDER BY year asc;"
"What are the top 10 customers in terms of total sales?","SELECT c.c_name AS customer_name, SUM(l.l_extendedprice * (1 - l.l_discount)) AS total_sales
FROM SNOWFLAKE_SAMPLE_DATA.TPCH_SF1.LINEITEM l
JOIN SNOWFLAKE_SAMPLE_DATA.TPCH_SF1.ORDERS o ON l.l_orderkey = o.o_orderkey
JOIN SNOWFLAKE_SAMPLE_DATA.TPCH_SF1.CUSTOMER c ON o.o_custkey = c.c_custkey
GROUP BY customer_name
ORDER BY total_sales DESC
LIMIT 10"
"Compare the Bank Prime Loan Rate to the Federal Funds Effective Rate and the spread between the two","SELECT a.date,
       a.value as bank_prime_loan_rate,
       b.value as federal_funds_effective_rate,
       a.value - b.value as spread
FROM   financial_data_package.cybersyn.financial_fred_timeseries a join financial_data_package.cybersyn.financial_fred_timeseries b
        ON a.date = b.date
WHERE  a.variable_name like '%Bank Prime Loan Rate%'
   and b.variable_name = 'Federal Funds Effective Rate'
ORDER BY a.date;"
"Which is the zip code with the most number of bank branches, excluding none values?","SELECT id_zip,
       count(*) as branch_count
FROM   financial_data_package.cybersyn.financial_branch_entities
WHERE  end_date is null
   and id_zip is not null
GROUP BY id_zip
ORDER BY branch_count desc limit 1;"
"Sample 10 states and compare the states mean monthly not seasonally adjusted unemployment rates in 2008-2010 versus 2020-2022","with unemployment_rate_2008_2010 as (SELECT geo_name,
                                            avg(value) as avg_unemployment_rate
                                     FROM   financial_data_package.cybersyn.bureau_of_labor_statistics_employment_timeseries join financial_data_package.cybersyn.geography_index
                                             ON bureau_of_labor_statistics_employment_timeseries.geo_id = geography_index.geo_id
                                     WHERE  variable_name like '%Unemployment Rate%Not seasonally adjusted%'
                                        and date between '2008-01-01'
                                        and '2010-12-31'
                                        and level = 'State'
                                     GROUP BY geo_name), unemployment_rate_2020_2022 as (SELECT geo_name,
                                                           avg(value) as avg_unemployment_rate
                                                    FROM   financial_data_package.cybersyn.bureau_of_labor_statistics_employment_timeseries join financial_data_package.cybersyn.geography_index
                                                            ON bureau_of_labor_statistics_employment_timeseries.geo_id = geography_index.geo_id
                                                    WHERE  variable_name like '%Unemployment Rate%Not seasonally adjusted%'
                                                       and date between '2020-01-01'
                                                       and '2022-12-31'
                                                       and level = 'State'
                                                    GROUP BY geo_name), sample_states as (SELECT geo_name
                                      FROM   financial_data_package.cybersyn.geography_index
                                      SAMPLE (10)
                                      WHERE  level = 'State')
-- 10% random sample of states
SELECT sample_states.geo_name,
       u1.avg_unemployment_rate as avg_unemployment_rate_2008_2010,
       u2.avg_unemployment_rate as avg_unemployment_rate_2020_2022
FROM   sample_states
    LEFT JOIN unemployment_rate_2008_2010 u1
        ON sample_states.geo_name = u1.geo_name
    LEFT JOIN unemployment_rate_2020_2022 u2
        ON sample_states.geo_name = u2.geo_name
ORDER BY sample_states.geo_name;"
"Compare the Federal Funds Effective Rate to the rates set by the Bank of England, and the central banks of Japan and Mexico","SELECT b.date,
       a.value as boe_rate,
       c.value as boj_rate,
       d.value as banxico_rate,
       b.value as federal_funds_rate
FROM   financial_data_package.cybersyn.financial_fred_timeseries a join financial_data_package.cybersyn.financial_fred_timeseries b
        ON a.date = b.date join financial_data_package.cybersyn.financial_fred_timeseries c
        ON a.date = c.date join financial_data_package.cybersyn.financial_fred_timeseries d
        ON a.date = d.date
WHERE  a.variable_name like '%Bank of England%'
   and b.variable_name = 'Federal Funds Effective Rate'
   and c.variable_name like '%Bank of Japan%'
   and d.variable_name like '%Mexico%'
ORDER BY b.date;"
"What are the first 10 rows in the FINANCIAL_FRED_ATTRIBUTES table?","SELECT VARIABLE, VARIABLE_NAME, VARIABLE_GROUP, SEASONALLY_ADJUSTED, FREQUENCY, UNIT, MEASUREMENT_METHOD
FROM FINANCIAL_DATA_PACKAGE.CYBERSYN.FINANCIAL_FRED_ATTRIBUTES
LIMIT 10"
"Which are the top 10 banks by the number of branches that have been open for more than 40 years?","with branch_lifetimes as (SELECT id_rssd_parent,
                                 count(*) as branch_lifetime
                          FROM   financial_data_package.cybersyn.financial_branch_entities
                          WHERE  start_date < '2022-01-01'
                             and (end_date >= '2022-01-01'
                              or end_date is null)
                          GROUP BY id_rssd_parent)
SELECT name,
       branch_lifetime
FROM   branch_lifetimes join financial_data_package.cybersyn.financial_institution_entities
        ON financial_institution_entities.id_rssd = branch_lifetimes.id_rssd_parent
WHERE  branch_lifetime >= 40
ORDER BY branch_lifetime desc limit 10;"
"Since 2020, how many new branches have banks opened by state and by bank type?","with new_branches as (SELECT state_abbreviation,
                             category,
                             count(*) as new_branch_count
                      FROM   financial_data_package.cybersyn.financial_branch_entities
                      WHERE  start_date >= '2020-01-01'
                      GROUP BY state_abbreviation, category)
SELECT state_abbreviation,
       category,
       new_branch_count
FROM   new_branches
ORDER BY state_abbreviation, category, new_branch_count desc;"
"What is the 3 month running average of each states' mean monthly not seasonally adjusted unemployment rates between 2007 to 2022?","with monthly_unemployment_rates as (SELECT g.geo_name,
                                           b.date,
                                           avg(b.value) as avg_unemployment_rate
                                    FROM   financial_data_package.cybersyn.bureau_of_labor_statistics_employment_timeseries as b join financial_data_package.cybersyn.geography_index as g
                                            ON b.geo_id = g.geo_id
                                    WHERE  b.variable_name like '%Unemployment Rate%Not seasonally adjusted%'
                                       and b.date between '2007-01-01'
                                       and '2022-12-31'
                                       and g.level = 'State'
                                    GROUP BY g.geo_name, b.date)
SELECT geo_name AS STATE,
       date,
       100*avg(avg_unemployment_rate) OVER (PARTITION BY geo_name
                                        ORDER BY date rows between 1 preceding and 1 following) as UNEMPLOYMENT_RATE
FROM   monthly_unemployment_rates
ORDER BY STATE, date;"
"Since 2020, how many new branches have banks opened by state?","with new_branches as (SELECT state_abbreviation,
                             count(*) as new_branch_count
                      FROM   financial_data_package.cybersyn.financial_branch_entities
                      WHERE  start_date >= '2020-01-01'
                      GROUP BY state_abbreviation)
SELECT state_abbreviation,
       new_branch_count
FROM   new_branches
ORDER BY new_branch_count desc;"
"Using the BLS Price time series, calculate the monthly inflation percentage of airline fares using the consumer price index of airline fares ","with airline_cpi as (SELECT date_trunc('month', date) as month,
                            value as cpi
                     FROM   financial_data_package.CYBERSYN.BUREAU_OF_LABOR_STATISTICS_PRICE_TIMESERIES
                     WHERE  variable_name ilike 'cpi%airline fares%'), 
monthly_inflation as (
SELECT month,
       (cpi - lag(cpi) OVER (ORDER BY month)) / lag(cpi) OVER (ORDER BY month) * 100 as inflation_percentage
FROM   airline_cpi)
SELECT month,
       inflation_percentage
FROM   monthly_inflation
WHERE  inflation_percentage is not null
ORDER BY month;"
"Compare the seasonally adjusted Consumer Price Index for all Urban Consumers to the Federal Funds Effective Rate  ","SELECT b.date,
       a.value as cpi,
       b.value as federal_funds_rate
FROM   financial_data_package.cybersyn.financial_fred_timeseries a join financial_data_package.cybersyn.financial_fred_timeseries b
        ON a.date = b.date
WHERE  a.variable like '%Consumer Price Index%Urban Consumers%Seasonally adjusted%'
   and b.variable = 'Federal Funds Effective Rate'
ORDER BY b.date;"
